[ 5.07357036e+01  4.05857143e+01]
 [-3.77978760e+01  5.97770504e+01]
 [-4.33789158e+01  5.68775712e+01]
 [-3.54068992e+01  5.95839741e+01]
 [-3.29672961e+01  5.51867443e+01]
 [-1.53461677e+01  6.36026741e+01]
 [-1.66151922e+01  4.39606333e+01]
 [-2.59905788e+01  1.40559274e+01]
 [-1.78173118e+01  8.80076199e+00]
 [-3.68623102e+01  5.92357206e+01]
 [-2.64451317e+01  5.59978272e+01]
 [-1.94719269e+01  4.49781683e+01]
 [-3.95699899e+01  6.72926992e+01]
 [-3.46389527e+01  6.78109622e+01]
 [-3.22685023e+01  5.55544114e+01]
 [-3.66311160e+01  3.91225420e+01]
 [-3.21785975e+01  6.13804338e+01]
 [-1.35231449e+01  5.09874952e+01]
 [-9.22703234e+00  4.30205440e+01]
 [-1.49973398e+01  9.20707833e+00]
 [-1.08051064e+01 -5.74595618e+00]
 [-1.53864288e+01  4.88201831e+01]
 [-5.43643533e+00  4.17341849e+01]
 [-4.33585866e+01  5.69123191e+01]
 [-4.59612044e+01  5.46603500e+01]
 [-3.63888258e+01  5.93512188e+01]
 [-2.73579160e+01  8.41049443e+01]
 [ 5.19864043e+01 -2.51628273e+01]
 [-1.73652887e+01  6.71282957e+01]
 [-1.38629743e+01  8.74503312e+01]
 [-8.00481459e+00  8.15803734e+00]
 [-3.93434976e+01  7.06361785e+01]
 [-4.40832316e+01  7.56766666e+01]
 [-2.60040547e+01  8.27367179e+01]
 [-1.81520607e+01  5.62818499e+01]
 [-2.01733227e+01  1.77259709e+01]
 [-4.32500759e+01  7.51802713e+01]
 [-3.98003237e+01  7.61526039e+01]
 [ 3.90433512e-01  9.95161609e+01]
 [-2.35370528e+01  1.16069280e+01]
 [-3.45769381e+01  4.05099712e+01]
 [-1.97222833e+01  6.15546198e+01]
 [-1.01931696e+01  3.90039795e+01]
 [-2.76795650e+01  8.31350156e+01]
 [-4.53221153e+01  7.55457186e+01]
 [-4.34374982e+01  7.54564461e+01]
 [-3.92040561e+00  3.77317931e+01]
 [-2.90681195e+01  4.16151178e+01]
 [-2.00859445e+00  4.05020718e+01]
 [-2.95914289e+01  3.52512784e+01]
 [-1.44628350e+01  3.78792388e+01]
 [-1.31593375e+01  1.66288658e+01]
 [-1.09493726e+01  3.83940935e+01]
 [-1.85976404e+01  4.92117706e+01]
 [-3.53494210e+01 -2.46821746e+01]
 [-1.24878910e+01  4.35663052e+01]
 [-2.05806427e+01  1.47296313e+01]
 [-1.04847655e+01  3.92807540e+01]
 [-1.48697012e+01  3.82873019e+01]
 [-8.70132339e+00  4.21216659e+01]
 [-2.25600567e+01  5.43935122e+01]
 [-1.64394024e+01  3.97404838e+01]
 [-1.60996163e+01  2.79221749e+01]
 [-1.50724524e+01  3.77028264e+01]
 [-2.63190721e+01  5.91944344e+01]
 [-3.99027192e+01  7.87785340e+01]
 [-4.75273785e+01  5.38661810e+01]
 [-5.44058173e+01 -6.24922381e+01]
 [-3.94808595e+01  3.94696591e+01]
 [-2.68696690e+01  4.64876135e+01]
 [-3.50788705e+00  4.40226721e+01]
 [-2.69735033e+00  3.72646058e+01]
 [-8.28818175e+00  5.00191231e+01]
 [-8.17574815e+00  5.19545362e+01]
 [-1.36336490e+01  5.93673131e+01]
 [-4.10179431e+01  6.47188546e+01]
 [-4.32258193e+01  3.00974429e+01]
 [-3.51864236e+01 -2.46277683e+01]
 [ 2.90245570e+01 -7.43068106e+01]
 [-3.51991680e+01 -2.46923243e+01]
 [-2.86196223e+01  5.02530411e+01]
 [-3.44626338e+01  6.99711667e+01]
 [-9.43402945e+00  4.95548201e+01]
 [-3.71402843e+01  5.09012391e+01]
 [-1.63824140e+01  4.47999911e+01]
 [-1.56489810e+01  3.36490004e+01]
 [ 5.35851474e+01  7.93579714e+01]
 [-5.00759438e+00  3.70790875e+01]
 [-1.32253543e+01  1.65025187e+01]
 [ 3.53332378e+01 -8.27169485e+01]
 [-1.57340208e+01  4.67638198e+01]
 [-2.46395907e+01  5.13261970e+01]
 [-9.52352114e+00  4.98037019e+01]
 [-7.93245956e+00  4.91666066e+01]
 [-8.18337926e+00  5.02347970e+01]
 [-1.41304553e+01  1.99039798e+01]
 [-1.51796343e+01  6.10981734e+01]
 [-2.30769935e+01  5.46786743e+01]
 [-3.09673003e+01  6.68992060e+01]
 [-3.35528683e+01  6.73259958e+01]
 [-2.49404416e+01  6.00071731e+01]
 [-1.40614037e+01  4.72280177e+01]
 [-1.85984959e+01  6.13825352e+01]
 [-2.92624497e+01  4.26270475e+01]
 [-3.43672199e+01  5.33774830e+01]
 [-3.49573802e+01  6.70409716e+01]
 [-3.69434735e+01  3.95112493e+01]
 [ 4.83135413e+01 -7.96540247e+01]
 [-3.63390504e+01  7.55459072e+01]
 [-3.36260404e+01  5.51494268e+01]
 [-3.97776379e+01  7.23820848e+01]
 [-4.42800580e+01  5.15899320e+01]
 [-3.52696466e+01  7.50622766e+01]
 [-3.47833472e+01  8.32426437e+01]
 [-3.09912726e+01  4.31181815e+01]
 [-3.59612928e+01  8.69227011e+01]
 [-3.82394756e+01  2.48577881e+01]
 [-1.27498182e+01  3.99025762e+01]
 [-3.82337660e+01  8.24262291e+01]
 [-3.85216906e+01  8.23473203e+01]
 [-4.28240929e+01  7.93868676e+01]
 [-4.03730299e+01  2.42112363e+01]
 [-4.16566798e+01  7.61274269e+01]
 [-1.27758715e+01  6.86059957e+01]
 [-3.42438382e+01  8.09397664e+01]
 [-4.12991333e+01  7.69442508e+01]
 [-1.30621632e+01  6.73235866e+01]
 [-3.59882188e+01  8.68525279e+01]
 [ 1.14218924e+00  4.88786889e+01]
 [-3.97401860e+01  6.68490462e+01]
 [-4.10250932e+01  7.20263746e+01]
 [-3.53521906e+01  7.54559517e+01]
 [-4.20461719e+01  7.30506312e+01]
 [-4.27064297e+01  7.29709494e+01]
 [-2.33867930e+01  1.62946622e+01]
 [-1.93763168e+01  5.11616035e+01]
 [ 1.82092843e+00  3.83538642e+01]
 [-3.80640742e+01  5.44771805e+01]
 [-4.14466079e+01  6.60573651e+01]
 [-2.60399213e+01  1.31454222e+01]
 [-4.33278444e+01  7.28063040e+01]
 [-3.46492646e+01  4.28466798e+01]
 [-4.51992356e+01  7.44914069e+01]
 [-4.07659194e+01  2.76053787e+01]
 [-4.21339173e+01  7.27004718e+01]
 [-1.82972936e+01  8.17251078e+00]
 [-4.35353167e+01  7.24937909e+01]
 [-4.25979280e+01  7.26851323e+01]
 [-2.05754191e+01  5.57088071e+01]
 [-6.25558226e+00  4.88641165e+01]
 [-3.82785584e+01  2.37540744e+01]
 [-2.98267712e+01  3.88329687e+01]
 [-1.39777282e+00  5.52732375e+01]
 [-3.27979230e+01  7.19140750e+01]
 [-1.18427134e+01  6.31445565e+01]
 [-2.07398429e+01 -1.57351477e+01]
 [-2.66258521e+01  5.81844556e+01]
 [-2.33827496e+01  1.60871272e+01]
 [-1.19077033e+01  6.30564898e+01]
 [-1.47236866e+01  4.09454589e+01]
 [-1.78733806e+01  3.96180590e+01]
 [ 8.21511678e+01 -4.71163893e+01]
 [ 6.71488496e+01 -1.62980710e+01]
 [ 5.60846081e+01  6.69343801e+00]
 [-3.69486836e+01 -3.54619707e+01]
 [ 3.06692500e+01 -1.13759374e+01]
 [-2.98819774e+01 -2.60869911e+01]
 [ 3.17400916e+01 -6.27026868e+00]
 [-3.13522165e+01 -7.28059407e+01]
 [ 6.99128380e+01 -3.06390598e+01]
 [ 6.53169907e+01 -1.68578585e+01]
 [ 3.28428550e+01 -6.98828280e+00]
 [ 7.43126734e+01 -4.67559631e+01]
 [ 3.17761057e+01 -9.92464380e+00]
 [ 6.79332220e+01 -5.94521732e+01]
 [ 3.73728020e+01 -8.96225505e+00]
 [ 8.72130665e+01  8.05532249e+00]
 [ 3.25176016e+01 -6.47695705e+00]
 [ 5.18066874e+01 -7.95921837e+01]
 [ 2.99017121e+01 -1.04401289e+01]
 [ 9.23311024e+01 -1.76850674e+01]
 [ 6.52558203e+01  6.29432829e+00]
 [ 4.45690251e+01 -2.86851711e+00]
 [ 5.74222275e+01  2.79169934e+00]
 [ 8.71666148e+01  8.04162514e+00]
 [ 8.79262532e+01 -1.79416303e+01]
 [ 5.13260083e+01  2.80429179e-02]
 [ 8.90768674e+01 -1.48946909e+01]
 [ 3.69357275e+01  5.33764777e+00]
 [-2.96414661e+01 -2.59638967e+01]
 [ 5.06718176e+01 -5.67257085e+01]
 [ 8.49511046e+01 -2.39429846e+01]
 [ 6.15571493e+01  2.12068124e+00]
 [ 7.39167998e+01 -2.62378855e+00]
 [ 6.95958755e+01  1.41067644e+00]
 [ 4.94974185e+01  1.21258756e+00]
 [ 3.12392372e+01 -5.27011085e+00]
 [ 5.28970713e+01  4.24950690e+00]
 [ 5.29954451e+01  4.27415101e+00]
 [ 4.43460218e+01 -2.61893374e+01]
 [ 4.61016860e+01 -1.15782701e+01]
 [ 9.23181149e+01 -1.79935012e+01]
 [ 3.38312103e+01 -7.93621447e+00]
 [ 5.04464286e+01  3.60955429e-01]
 [ 5.04234618e+01  3.15318805e-01]
 [ 5.25936623e+01 -2.13627139e+00]
 [ 8.60474508e+01  2.74829658e+00]
 [ 4.09549574e+01 -6.97241271e+00]
 [ 6.85282990e+01  5.36965379e+00]
 [ 2.61094530e+01 -4.44099441e+00]
 [ 5.46728979e+01 -1.41278752e+01]
 [ 3.51207378e+01 -3.02223106e+00]
 [ 8.51563260e+01  9.95848086e+00]
 [ 8.40069401e+01 -2.81519458e+01]
 [-9.96329921e+01 -4.20757288e+00]
 [ 8.61108640e+01  3.33361946e+00]
 [ 2.59448228e+01 -4.51646026e+00]
 [ 1.97142373e+01 -2.67921882e+01]
 [ 1.04767196e+01 -3.71361468e+01]
 [ 3.62316517e+01 -3.63445838e+00]
 [ 9.23628323e+01 -3.37648941e+01]
 [ 5.54673862e+01 -1.94296224e+01]
 [ 6.61206047e+01 -1.17715510e+01]
 [ 2.58624811e+01 -4.66100744e+00]
 [ 2.58778613e+01 -4.69076068e+00]
 [ 2.60221009e+01 -4.47065739e+00]
 [ 1.97242872e+01 -2.68171312e+01]
 [ 7.76427859e+01 -4.47551850e+00]
 [ 6.96697019e+01 -5.86771870e+01]
 [ 3.09678977e+01 -1.68456672e+00]
 [ 8.34175944e+01 -2.20066425e+01]
 [ 8.80192243e+01 -1.69130522e+01]
 [ 7.24232687e+01 -2.57563680e+01]
 [ 8.58245949e+01 -1.17000179e+01]
 [ 5.89125288e+01 -3.58626322e+00]
 [ 7.20638144e+01 -1.01746512e+01]
 [ 3.20624711e+01 -7.95342819e+00]
 [ 7.05353491e+01 -6.59285056e+00]
 [ 6.01894865e+01 -3.44209598e+00]
 [ 8.14700361e+01  4.65316200e-01]
 [ 8.07116478e+01  2.51723946e+00]
 [ 5.61669385e+01 -7.30368888e+00]
 [ 4.50211839e+01 -1.01703793e+01]
 [ 5.13792708e+01 -1.17691955e+01]
 [ 4.59649219e+01 -8.60773813e+00]
 [ 8.36263154e+01  3.46451853e+00]
 [ 5.80941554e+01  2.73759399e+00]
 [ 8.09838421e+01 -8.70717719e+00]
 [ 4.83633625e+01 -1.52283191e+01]
 [ 6.80810338e+01 -5.93197005e+01]
 [ 5.14118046e+01 -1.30242304e+01]
 [ 6.36745465e+01 -1.54721139e+01]
 [ 9.41389534e+01 -3.61699071e+01]
 [ 6.21534935e+01 -1.47781134e+01]
 [ 4.33133173e+01 -9.50450220e+00]
 [ 7.80500777e+01 -4.91162593e+00]
 [ 3.79676307e+01 -4.22753106e+01]
 [ 4.32032200e+01 -9.76671133e+00]
 [ 8.51296240e+01 -2.50158120e+01]
 [ 7.10366873e+01 -5.75156257e+01]
 [-3.58882405e+01 -3.54931341e+01]
 [ 4.09026970e+01 -6.74215075e+00]
 [ 4.05322585e+01  4.67649642e-01]
 [ 8.45804700e+01  4.90369450e+00]
 [ 8.92119295e+01 -1.83783905e+01]
 [ 5.99930941e+01  3.98750471e+00]
 [ 5.30396110e+01 -5.69330688e+01]
 [ 7.39508737e+01  1.44821155e+00]
 [ 5.36559163e+01 -2.59282412e+00]
 [ 5.87746253e+01 -3.75263977e+00]
 [ 7.14526340e+01 -8.03784360e+00]
 [ 6.05064137e+01 -4.70538641e+01]
 [ 8.88877953e+01 -1.44050393e+01]
 [ 8.23302999e+01 -2.49206583e+01]
 [ 7.21474090e+01 -6.47577849e+00]
 [ 5.18453089e+01 -5.06271961e+00]
 [ 6.21354787e+01 -1.67409673e+01]
 [ 6.92061052e+01  2.25322240e+00]
 [ 6.16980962e+01  3.30972708e+00]
 [ 5.30463143e+01 -5.69677400e+01]
 [ 7.94144852e+01  5.55491350e+00]
 [ 8.54429943e+01  3.89157112e+00]
 [ 4.76892066e+01 -1.57108208e+01]
 [ 7.44477845e+01 -1.14865440e+01]
 [ 9.85092456e+01 -1.17528499e+01]
 [-1.00586460e+02  8.44469257e+00]
 [ 8.27442064e+01  2.87794405e-01]
 [ 4.66186923e+01 -1.16899689e+01]
 [ 7.20812734e+01 -4.72978727e+01]
 [ 6.50286597e+01 -2.87297179e+01]
 [ 5.87927917e+01 -1.73600210e+00]
 [ 3.60826835e+01  5.31937114e+00]
 [ 9.38459715e+01 -3.15811690e+01]
 [ 4.59855542e+01 -1.32121231e+01]
 [ 5.76227068e+01  1.85677881e+00]
 [ 5.48248036e+01 -3.57473731e+00]
 [ 3.72188637e+01  3.82556443e+00]
 [ 6.29875442e+01 -1.73440794e+01]
 [ 6.38611467e+01  2.20507759e+00]
 [ 3.62363254e+01 -9.70374951e+00]
 [ 4.94379590e+01 -9.21169184e+00]
 [ 9.16951271e+01 -1.72862354e+01]
 [ 6.89022646e+01 -6.56271822e+00]
 [ 5.41350837e+01 -3.81461293e+01]
 [ 7.12354110e+01 -1.18699159e+01]
 [ 9.59299434e+01 -1.22234143e+01]
 [ 5.43854187e+01 -5.24260363e+01]
 [ 5.05490818e+01 -5.65732960e+01]
 [ 4.84389619e+01 -1.42354308e+01]
 [ 8.42116175e+01  8.54883238e+00]
 [ 7.07613735e+01 -5.85368614e+01]
 [ 5.96020156e+01 -4.30372820e+01]
 [ 4.74593117e+01 -9.73688649e+00]
 [ 6.22663171e+01 -1.32046858e+01]
 [ 8.23005043e+01  1.19592162e+01]
 [ 7.16388129e+01 -1.00917653e+01]
 [ 6.13245881e+01 -4.92771121e+01]
 [ 7.27884077e+01 -9.83223417e-01]
 [ 8.16886103e+01 -1.87506393e-01]
 [ 6.13520818e+01 -4.91886689e+01]
 [ 4.08357512e+01 -4.50383521e+01]
 [ 6.23786749e+01 -1.30406233e+01]
 [ 4.13721830e+01  4.44434937e+00]
 [ 5.91392940e+01 -4.50445229e+01]
 [ 5.48366428e+01 -5.99112736e+00]
 [ 5.46346584e+01 -4.15234198e+01]
 [ 6.00688387e+01 -3.65412438e+01]
 [ 7.14423211e+01 -2.80263482e+01]
 [ 3.32310780e+01 -1.35757749e+01]
 [ 9.85015248e+01 -1.18697404e+01]
 [ 3.35695224e+01 -1.27606138e+01]
 [ 5.71237349e+01 -4.80574190e+00]
 [ 8.90723264e+01 -9.95207902e+00]
 [ 3.79753950e+01 -4.25297084e+01]
 [ 6.91171272e+01 -2.67827596e+01]
 [ 3.38900770e+01 -1.39611998e+01]
 [ 5.79699830e+01 -8.36027950e+00]
 [ 8.61935142e+01  5.75751815e-01]
 [ 9.20978702e+01 -1.95489645e+01]
 [ 3.27934343e+01 -9.77498699e+00]
 [ 3.57811370e+01 -1.06418052e+01]
 [ 3.22745293e+01 -1.35317787e+01]
 [ 1.64665085e+01 -3.20479647e+01]
 [ 3.27147222e+01 -1.33600639e+01]
 [ 7.03218095e+01 -6.90674849e+00]
 [ 7.11759175e+01 -9.10140455e+00]
 [ 7.24696651e+01 -2.57189487e+01]
 [ 3.65486461e+01 -9.91571256e+00]
 [ 2.68036234e+01 -2.08342411e+01]
 [ 3.14979442e+01 -1.29855572e+01]
 [ 5.68931138e+01 -1.92944499e+01]
 [ 9.65678009e+01 -1.51098596e+01]
 [ 6.22486117e+01 -4.91405277e+01]
 [ 4.17617316e+01 -5.59119195e+01]
 [ 8.26289759e+01  3.29354258e+00]
 [ 5.50372945e+01 -6.69804679e+00]
 [ 5.82517894e+01 -2.35569000e+00]
 [ 4.81833377e+01 -5.94542381e+00]
 [ 4.07528727e+01 -4.10966510e+01]
 [ 5.81940281e+01 -2.40379951e+00]
 [ 8.34046458e+01 -2.03042074e+01]
 [ 6.01682946e+01 -4.76200939e+01]
 [ 6.27517086e+01  7.93221553e+00]
 [ 4.36849301e+01 -7.34227328e+00]
 [ 5.40090164e+01  1.21131850e+00]
 [ 5.01265232e+01  2.99194039e-01]
 [ 4.87748628e+01 -1.02905124e+01]
 [ 4.80171238e+01 -8.94841293e+00]
 [ 4.43480129e+01 -2.38425468e+00]
 [ 5.67418390e+01  7.18983928e+00]
 [ 4.91162315e+01 -1.01497458e+01]
 [ 8.35085202e+01  1.19793478e+01]
 [ 8.08309827e+01  8.50645447e+00]
 [ 6.49925839e+01 -1.61568440e+01]
 [ 4.87263876e+01 -6.09165720e+00]
 [ 7.27940936e+01 -7.91959577e+00]
 [ 7.14894631e+01 -2.77799005e+01]
 [ 8.09035718e+01  8.67636773e+00]
 [ 3.59737900e+01  3.37939380e+00]
 [ 7.64457652e+01 -5.40350245e+01]
 [ 3.74417096e+01  6.81339608e+00]
 [ 8.93115505e+01 -1.59920977e+01]
 [ 5.79624663e+01 -8.31191220e+00]
 [ 6.27403889e+01  7.92876032e+00]
 [ 5.61779651e+01  6.72712306e+00]
 [ 6.94045472e+01  5.60226314e-01]
 [ 6.42428637e+01 -1.69005252e+01]
 [ 6.36953611e+01 -6.26951202e+00]
 [ 3.74983139e+01  6.14191941e+00]
 [ 9.14269004e+01 -1.45515569e+01]
 [-9.13584591e+01  5.11625653e+01]
 [ 4.79903334e+01 -8.82018658e+00]
 [ 6.12803096e+01  7.97554491e+00]
 [ 3.29105719e+01 -1.83455291e+01]
 [ 7.80735688e+01 -4.67985935e+01]
 [ 5.94096448e+01 -7.07309065e+01]
 [ 7.04905621e+01 -5.62234296e+01]
 [ 9.26996564e+01 -1.80609093e+01]
 [ 8.53071058e+01  9.16399147e+00]
 [ 4.01080854e+01 -3.56517615e+00]
 [ 8.00083731e+01  2.54163443e+00]
 [ 3.54489393e+01 -6.61589555e+00]
 [ 4.83445830e+01 -5.75824134e+00]
 [ 3.66068583e+01 -1.59714534e+00]
 [ 8.52818923e+01 -2.34500839e+01]
 [ 3.45516321e+01 -7.58635641e+00]
 [ 8.34995382e+01 -2.07841459e+01]
 [ 3.33240682e+01 -3.79732382e+00]
 [ 7.68168259e+01 -5.03613282e+01]
 [ 3.57916576e+01 -1.95190354e+00]
 [ 9.37657985e+01 -3.22329837e+01]
 [-1.92645304e+01  1.72575501e+00]
 [ 3.65974415e+01 -1.51119827e+00]
 [ 3.49520775e+01 -7.95507269e+00]
 [ 7.09530979e+01 -5.83614740e+01]
 [ 6.92718078e+01 -1.31290161e+01]
 [ 6.07978144e+01 -4.32835342e+01]
 [ 3.41394938e+01 -7.91098518e+00]
 [ 9.64910596e+01 -1.51782125e+01]
 [ 6.12064450e+01 -1.39312087e+01]
 [ 3.70015324e+01 -9.06555552e+00]
 [ 7.43644690e+01 -2.97874220e+00]
 [ 3.66750239e+01  2.54870367e+00]
 [ 3.19629185e+01 -1.49788575e-01]
 [ 7.87231570e+01  1.89200012e+00]
 [ 6.52164553e+01 -8.83382763e+00]
 [ 3.35975786e+01 -6.49612559e+00]
 [ 3.83358285e+01 -4.13173360e+01]
 [ 4.76793287e+01 -1.32035883e+01]
 [ 2.72101623e+01 -2.17206123e+01]
 [ 9.10796078e+01  1.85152945e+00]
 [ 4.61358477e+01 -1.48998441e+01]
 [ 3.12637315e+01 -1.28963617e+01]
 [ 8.32039147e+01 -2.21981159e+01]
 [ 7.55080101e+01 -4.86280250e+00]
 [ 3.59121659e+01 -4.27389227e+01]
 [ 3.61360268e+01 -4.29448551e+01]
 [ 6.43844108e+01 -1.47726407e+01]
 [ 6.31064722e+01 -2.16684652e+01]
 [ 2.61212475e+01 -3.14775217e+01]
 [ 7.13945156e+01 -1.34438666e+01]
 [ 6.81970775e+01 -8.72070502e+00]
 [ 4.90356355e+01 -5.33897462e+00]
 [ 8.57236642e+01 -2.21345848e+01]
 [ 8.48004644e+01 -2.06607387e+01]
 [ 4.37048384e+01 -7.79675656e+00]
 [ 8.59759909e+01 -7.83709147e+00]
 [ 4.08641580e+01 -7.09399220e+00]
 [ 2.45573104e+01 -5.07666810e+01]
 [ 3.08820078e+01 -1.23744858e+01]
 [ 9.50490460e+01 -3.03221081e+01]
 [ 5.89911123e+01 -4.34436184e+01]
 [ 5.97190493e+01 -2.19699512e+01]
 [ 8.41994536e+01  1.23586227e+01]
 [ 5.58202196e+01 -7.81120987e+00]
 [ 6.19479083e+01 -4.70280410e+01]
 [ 3.00472009e+01 -1.09366187e+01]
 [ 2.93032536e+01 -1.05187319e+01]
 [ 5.72316850e+01 -3.61135501e+01]
 [ 9.87377834e+01 -1.17183007e+01]
 [ 1.58131673e+01 -3.15736306e+01]
 [ 2.95091613e+01 -1.49954242e+01]
 [ 9.52742507e+01 -3.02762096e+01]
 [ 2.08298376e+01 -2.91508045e+01]
 [ 2.09119245e+01 -2.91510020e+01]
 [ 7.37338110e+01 -4.51376120e+01]
 [ 4.45318832e+01 -1.21007015e+01]
 [ 2.52435249e+01 -3.28402123e+01]
 [ 3.81927389e+01 -1.02531711e+01]
 [ 7.42107091e+01 -4.60693550e+01]
 [ 6.68917545e+01  5.92329605e+00]
 [ 1.86324421e+01 -3.06732200e+01]
 [ 7.26732197e+01 -4.70745530e+01]
 [ 7.76572797e+01 -4.94617929e+01]
 [ 1.86549349e+01 -3.15484690e+01]
 [ 7.05362345e+01 -2.74911249e+00]
 [ 6.54748918e+01  3.56320772e+00]
 [ 7.87916929e+01 -2.41480289e+01]
 [ 6.73495572e+01  4.30275998e+00]
 [ 5.76769745e+01 -9.59141053e+00]
 [ 6.96942365e+01 -5.11106688e+00]
 [ 4.51310394e+01 -8.55887008e+00]
 [ 5.49954603e+01 -8.65515245e-01]
 [ 5.29492181e+01 -5.81437802e+00]
 [ 7.40251748e+01 -8.15971556e+00]
 [ 4.96298700e+01 -1.00411589e+01]
 [ 2.77550965e+01 -2.08202092e+01]
 [ 8.78762343e+01 -1.88918977e+01]
 [ 5.27353264e+01 -5.88455933e+00]
 [ 8.17049781e+01  1.17816664e+01]
 [ 4.87315236e+01 -1.30129543e+01]
 [ 7.11788910e+01  4.06717499e+00]
 [ 6.96233748e+01 -7.48265170e+00]
 [ 6.97390586e+01 -2.59481748e+01]
 [ 6.06393007e+01 -7.03006210e+01]
 [ 6.62352297e+01  1.36838652e+01]
 [ 4.67289377e+01 -7.48910009e+00]
 [ 5.52763270e+01 -1.42468249e+01]
 [ 8.08045530e+01 -3.53814801e+00]
 [ 6.30052387e+01  2.87222598e+00]
 [ 6.54804391e+01  6.80865471e+00]
 [ 5.49834464e+01 -8.84787184e-01]
 [ 5.39432073e+01 -3.11374975e+00]
 [ 4.47090907e+01 -8.66628259e+00]
 [ 8.01825292e+01  1.09640659e+01]
 [ 3.97037798e+01 -3.13089908e+00]
 [ 7.77218498e+01 -3.90477153e+01]
 [ 3.99901161e+01 -3.96674716e+00]
 [ 7.64814109e+01 -5.39629460e+01]
 [ 5.42775241e+01  1.53853281e+00]
 [ 5.55866533e+01 -7.42762152e-01]
 [ 3.56276278e+01 -4.88640572e+00]
 [ 3.72368970e+01 -5.85970561e+00]
 [ 3.63895961e+01 -6.04295672e+00]
 [ 4.02691766e+01 -4.70893634e+00]
 [ 3.97236480e+01 -4.61359654e+00]
 [ 5.60355029e+01 -1.93661526e+01]
 [ 4.44863247e+01 -2.78525617e+00]
 [ 3.94144337e+01 -6.72307360e+00]
 [ 8.19742614e+01 -2.43553052e+01]
 [ 4.25866258e+01 -1.61690608e+01]
 [ 8.77135084e+01 -1.93812156e+01]
 [ 5.26934022e+01 -2.97903819e+00]
 [ 3.76425351e+01  3.66378405e+00]
 [ 8.00298495e+01  1.08034181e+01]
 [ 3.48181369e+01  2.88616899e+00]
 [ 3.29538629e+01  1.08290074e+00]
 [ 5.78849405e+01 -8.64958731e+00]
 [ 3.79995469e+01  4.36340321e+00]
 [ 3.58455658e+01 -3.46154206e+00]
 [ 6.54649168e+01  3.37132830e+00]
 [ 3.70024179e+01  8.12866573e+00]
 [ 8.50539849e+01  9.32945318e+00]
 [ 4.31771810e+01 -5.23795660e+01]
 [ 3.71250888e+01  7.77244125e+00]
 [ 4.40645969e+01 -1.08416284e+01]
 [ 8.14553147e+01  3.00012576e+00]
 [ 3.70470269e+01  8.13170972e+00]
 [ 3.98429514e+01  4.65100724e+00]
 [ 6.96421267e+01 -2.75868505e+01]
 [ 6.99027653e+01 -5.29056270e+01]
 [ 3.80007273e+01 -1.02794428e+01]
 [ 6.24245094e+01 -1.16636184e+01]
 [ 8.04258582e+01 -3.62608879e+00]
 [ 4.13885367e+01 -1.12871917e+01]
 [ 6.19690523e+01 -4.69928940e+01]
 [ 3.81659200e+01  1.05187943e+00]
 [ 3.50331255e+01  2.94950727e+00]
 [ 1.03191087e+01 -3.70392297e+01]
 [ 3.52025378e+01 -4.45381917e+01]
 [ 8.63304030e+01  5.55309156e-01]
 [ 7.08588118e+01 -1.37247740e+01]
 [ 8.90099638e+01 -1.82935145e+01]
 [ 7.64876627e+01 -5.40124623e+01]
 [ 9.12134463e+01 -1.48040025e+01]
 [ 4.06716524e+01  4.48540568e+00]
 [ 6.85350685e+01  5.46014369e+00]
 [ 3.78843079e+01  4.52448854e+00]
 [ 9.71959061e+01 -3.05731487e+01]
 [ 8.78463969e+01 -1.78546576e+01]
 [ 5.59689380e+01 -1.93712135e+01]
 [ 3.82090135e+01  2.69620770e+00]
 [ 3.29306944e+01 -1.47660699e+01]
 [ 7.21868388e+01 -6.64573895e+00]
 [ 3.81387340e+01 -2.22114006e+01]
 [ 5.96474664e+01 -7.06772922e+01]
 [ 6.27274875e+01  2.70650536e+00]
 [ 4.07044552e+01  4.69993010e+00]
 [ 7.99251080e+01  5.19032575e+00]
 [ 3.83280416e+01  2.88115721e+00]
 [ 5.61631590e+01 -1.44709213e+01]
 [ 3.34774687e+01 -3.56160703e+00]
 [ 3.80457535e+01  3.23238218e+00]
 [ 6.00071559e+01 -1.25144461e+01]
 [ 5.76542551e+01 -3.62638631e+01]
 [ 3.84298823e+01  3.13737235e+00]
 [ 5.35808786e+01 -6.64679259e+00]
 [ 3.41530358e+01 -4.87927418e+01]
 [ 6.79758435e+01 -1.65756144e+01]
 [ 8.39655552e+01  3.29198659e+00]
 [ 4.84278852e+01  1.95504401e+00]
 [ 7.06178693e+01 -4.00516248e+00]
 [ 8.19280763e+01 -4.71407538e+01]
 [ 4.86124172e+01  1.96729773e+00]
 [ 6.18839158e+01 -3.84971465e+01]
 [ 8.70556050e+01 -1.94657637e+01]
 [ 9.44435733e+01 -3.09454255e+01]
 [ 4.81645811e+01  1.74418741e+00]
 [ 6.95892169e+01 -2.63826298e+01]
 [ 5.90915448e+01 -4.49629823e+01]
 [ 5.77043627e+01  2.06367214e+00]
 [ 3.94832469e+01  1.93198710e+00]
 [ 6.19832464e+01  2.63487021e+00]
 [ 7.95572778e+01 -3.22818013e+00]
 [ 4.71067840e+01  9.78461139e-01]
 [ 8.67649202e+01  2.54538182e+00]
 [ 5.75320153e+01  7.25363078e+00]
 [ 1.83905811e+01 -4.24045476e+01]
 [ 5.91587737e+01  3.63009595e+00]
 [ 3.18799247e+01 -3.04633331e+00]
